Protein	BinNumber	BinName	TrivialName
at2g04255	35.2	35.2	35.2
atcg01040	GMM:29.8	protein.assembly and cofactor ligation	YCF5
at5g34560	GMM:23.3.2.2	nucleotide metabolism.salvage.nucleoside kinases.uridine kinase	35.2
at1g74500	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	TMO7;BS1;ATBS1
at1g78710	35.2	35.2	TBL42
at1g66475	35.2	35.2	35.2
at4g04693	35.2	35.2	35.2
at5g39870	GMM:35.2	not assigned.unknown	35.2
at5g43350	GMM:34.7	transport.phosphate	PHT1;1;ATPT1
at5g39790	GMM:30.1	signalling.in sugar and nutrient physiology	35.2
at4g14345	GMM:29.2.7.1.9	protein.synthesis.transfer RNA.nucleus.tRNA-His	35.2
at4g31230	GMM:29.4.1.59	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX	35.2
at5g23790	GMM:3.1.1.2	minor CHO metabolism.raffinose family.galactinol synthases.putative	GolS5;AtGolS5
at3g09032	35.2	35.2	35.2
at4g14800	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	PBD2
at1g60783	35.2	35.2	35.2
at1g09873	35.2	35.2	35.2
at3g15351	GMM:35.2	not assigned.unknown	35.2
at2g18800	GMM:10.7	cell wall.modification	XTH21;ATXTH21
at1g76080	GMM:21.1	redox.thioredoxin	ATCDSP32;CDSP32
at3g42711	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at1g27470	GMM:33.99	development.unspecified	35.2
at3g43302	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g66750	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors	CHR1;CHR01;ATDDM1;SOM4;CHA1;DDM1;SOM1
at5g02275	35.2	35.2	35.2
at5g54460	GMM:20.2.4	stress.abiotic.touch/wounding	35.2
at5g22830	GMM:34.14	transport.unspecified cations	GMN10;MRS2-11;MGT10;ATMGT10
at2g47160	GMM:34.18	transport.unspecified anions	35.2
at4g10590	GMM:29.5.11	protein.degradation.ubiquitin	UBP10
at3g32445	35.2	35.2	35.2
at2g34050	35.2	35.2	35.2
at5g30673	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g02390	GMM:26.9	misc.glutathione S transferases	ATGSTZ1;GSTZ1;GST18
at2g10050	GMM:27.3.73	RNA.regulation of transcription.Zn-finger(CCHC)	35.2
at5g22930	35.2	35.2	35.2
at5g02870	GMM:29.2.1.2.2.141	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L4/L1	35.2
at1g70581	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g11110	GMM:35.2	not assigned.unknown	35.2
at3g61990	GMM:16.2.1.6	secondary metabolism.phenylpropanoids.lignin biosynthesis.CCoAOMT	OMTF3
at1g05987	35.2	35.2	35.2
at1g42740	35.2	35.2	35.2
at3g30650	35.2	35.2	35.2
at3g33139	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g06190	GMM:29.5.11.4.5.2	protein.degradation.ubiquitin.E3.BTB/POZ Cullin3.BTB/POZ	ATBPM2;BPM2
at5g14010	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	KNU
at5g61300	GMM:35.2	not assigned.unknown	35.2
at1g32770	GMM:33.99	development.unspecified	NAC012;ANAC012;NST3;SND1
at1g52696	GMM:11.9.3.2	lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase	35.2
at1g55590	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at4g08630	GMM:35.2	not assigned.unknown	35.2
at1g08660	GMM:29.7	protein.glycosylation	MGP2
at1g29040	GMM:35.2	not assigned.unknown	35.2
at4g01340	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at3g44590	GMM:29.2.1.2.2.82	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P2	35.2
at1g21550	GMM:30.3	signalling.calcium	35.2
at1g63600	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at1g09890	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at5g00645	35.2	35.2	35.2
at3g25150	GMM:29.3.1	protein.targeting.nucleus	35.2
at2g18030	GMM:29.4	protein.postranslational modification	35.2
at1g72050	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	TFIIIA
at5g63320	35.2	35.2	NPX1
at3g51850	GMM:30.3	signalling.calcium	CPK13
at2g14220	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g54720	GMM:9.1.2	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear	35.2
at3g52955	GMM:29.2.7.1.11	protein.synthesis.transfer RNA.nucleus.tRNA-Leu	35.2
atmg00590	35.2	35.2	ORF313
at2g05690	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at1g52120	GMM:26.16	misc.myrosinases-lectin-jacalin	35.2
at3g59320	35.2	35.2	35.2
at1g43665	GMM:26.21	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein	35.2
at4g10815	GMM:29.2.7.1.8	protein.synthesis.transfer RNA.nucleus.tRNA-Gly	35.2
at3g42360	35.2	35.2	35.2
at2g43560	GMM:29.6	protein.folding	35.2
at5g64560	GMM:34.14	transport.unspecified cations	ATMGT9;MRS2-2;MGT9
at4g01160	GMM:35.1.9	not assigned.no ontology.BTB/POZ domain-containing protein	35.2
at3g28590	35.2	35.2	35.2
at2g04725	35.2	35.2	35.2
at5g63890	GMM:13.1.7.9	amino acid metabolism.synthesis.histidine.histidinol-phosphate aminotransferase	HISN8;HDH;ATHDH
at5g43240	GMM:35.2	not assigned.unknown	35.2
at3g58660	GMM:29.2.1.2.2.99	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.unknown	35.2
at5g08765	35.2	35.2	35.2
at5g54720	GMM:31.1	cell.organisation	35.2
at5g34174	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at1g79740	GMM:35.1	not assigned.no ontology	35.2
at2g35613	35.2	35.2	35.2
at2g32120	GMM:20.2.1	stress.abiotic.heat	HSP70T-2
at4g26670	GMM:29.3.2	protein.targeting.mitochondria	35.2
at5g03835	35.2	35.2	35.2
at3g50685	35.2	35.2	35.2
at5g48190	35.2	35.2	35.2
at2g01023	35.2	35.2	35.2
at2g33585	GMM:35.2	not assigned.unknown	35.2
at1g65160	GMM:29.5.11	protein.degradation.ubiquitin	35.2
at5g19610	GMM:33.99	development.unspecified	GNL2
at5g07145	35.2	35.2	35.2
at1g63640	GMM:31.1	cell.organisation	35.2
at2g48060	GMM:35.2	not assigned.unknown	35.2
at3g02030	GMM:35.1	not assigned.no ontology	35.2
at3g01335	35.2	35.2	35.2
at5g06940	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at1g60090	GMM:26.3	"misc.gluco-, galacto- and mannosidases"	BGLU4
at2g21890	GMM:16.2.1.10	secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD	ATCAD3;CAD3
at1g07963	35.2	35.2	35.2
at3g43640	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at4g35335	GMM:34.2	transport.sugars	35.2
at1g09005	35.2	35.2	35.2
at1g25560	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	EDF1;TEM1
at3g25233	35.2	35.2	35.2
at2g30450	GMM:29.2.7.1.8	protein.synthesis.transfer RNA.nucleus.tRNA-Gly	35.2
at3g27960	GMM:31.1	cell.organisation	35.2
at2g05135	35.2	35.2	35.2
at5g24290	35.2	35.2	35.2
at1g24130	35.2	35.2	35.2
at1g42440	GMM:29.2.2	protein.synthesis.ribosome biogenesis	35.2
at1g44160	GMM:20.2.1	stress.abiotic.heat	35.2
at2g31170	GMM:29.1.16	protein.aa activation.cysteine-tRNA ligase	SYCO ARATH
at5g14940	GMM:34.13	transport.peptides and oligopeptides	35.2
at1g53630	35.2	35.2	35.2
at1g62010	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at1g06657	35.2	35.2	35.2
at3g57570	35.2	35.2	35.2
at3g59740	GMM:30.2.19	signalling.receptor kinases.legume-lectin	35.2
at4g21460	GMM:35.2	not assigned.unknown	35.2
at5g46210	GMM:29.5.11.4.3.3	protein.degradation.ubiquitin.E3.SCF.cullin	ATCUL4;CUL4
at2g14490	GMM:30.5	signalling.G-proteins	35.2
at2g09385	35.2	35.2	35.2
at5g49810	GMM:13.1.3.4.13	amino acid metabolism.synthesis.aspartate family.methionine.methionine S-methyltransferase	MMT
at1g69100	GMM:29.5.4	protein.degradation.aspartate protease	35.2
at1g62214	35.2	35.2	35.2
at3g58880	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g58500	GMM:29.4	protein.postranslational modification	PP2A-4
at5g08240	35.2	35.2	35.2
at4g28450	GMM:27.1	RNA.processing	35.2
at4g10470	GMM:35.2	not assigned.unknown	35.2
at1g16150	GMM:30.2.25	signalling.receptor kinases.wall associated kinase	WAKL4
at1g09437	35.2	35.2	35.2
at3g03985	35.2	35.2	35.2
at1g24490	GMM:31.2.5	cell.division.plastid	ALB4;ARTEMIS
at1g72880	GMM:26.13	misc.acid and other phosphatases	35.2
at2g15130	GMM:20.1	stress.biotic	35.2
at1g17210	35.2	35.2	ATILP1
at5g39570	GMM:35.2	not assigned.unknown	35.2
at5g09405	35.2	35.2	35.2
at1g47435	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at1g69587	GMM:32	"micro RNA, natural antisense etc"	35.2
at3g63220	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at5g66053	35.2	35.2	35.2
at1g35450	35.2	35.2	35.2
at2g03390	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g20950	GMM:10.6.1	"cell wall.degradation.cellulases and beta-1,4-glucanases"	35.2
at5g42210	GMM:35.2	not assigned.unknown	35.2
at2g15510	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g58310	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	MES18;ATMES18
at4g18830	GMM:33.99	development.unspecified	OFP5;ATOFP5
at3g01250	35.2	35.2	35.2
at4g04400	GMM:28.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase	35.2
at1g06587	35.2	35.2	35.2
at1g19680	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at1g64540	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g22421	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g08737	35.2	35.2	35.2
at4g26560	GMM:30.3	signalling.calcium	CBL7
at2g24940	GMM:21.2	redox.ascorbate and glutathione	AtMAPR2;MAPR2
at5g02750	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at1g06560	35.2	35.2	35.2
at4g21380	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like	RK3
at2g13930	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at3g14172	GMM:35.1	not assigned.no ontology	35.2
at1g47900	GMM:35.2	not assigned.unknown	35.2
at4g08260	GMM:29.4	protein.postranslational modification	35.2
at2g17890	GMM:29.4	protein.postranslational modification	CPK16
at2g09280	35.2	35.2	35.2
at1g31830	GMM:34.3	transport.amino acids	35.2
at1g35950	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g65210	GMM:27.3.35;GMM:20.1	RNA.regulation of transcription.bZIP transcription factor family;stress.biotic	TGA1
at5g23550	35.2	35.2	35.2
at4g07515	35.2	35.2	35.2
at5g39840	GMM:27.2	RNA.transcription	35.2
at1g65230	35.2	35.2	35.2
at1g44030	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at5g51410	GMM:27.4	RNA.RNA binding	35.2
at4g29415	GMM:29.2.7.1.15	protein.synthesis.transfer RNA.nucleus.tRNA-Pro	35.2
at3g24460	GMM:35.1	not assigned.no ontology	35.2
at1g15130	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins	35.2
at2g47040	GMM:10.8.1	cell wall.pectinesterases.PME	VGD1
at1g70770	35.2	35.2	35.2
at5g40650	GMM:8.1.7	TCA / organic transformation.TCA.succinate dehydrogenase	SDH2-2
at2g05840	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	35.2
at1g13950	GMM:29.2.3	protein.synthesis.initiation	ELF5A-1;EIF-5A;EIF5A;ATELF5A-1
at1g08777	35.2	35.2	35.2
at1g06990	GMM:26.28	misc.GDSL-motif lipase	35.2
at5g57360	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	ADO1;FKL2;ZTL;LKP1
at3g51020	35.2	35.2	35.2
at1g11770	GMM:16.4.1;GMM:26.8	"secondary metabolism.N misc.alkaloid-like;misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	35.2
at1g50530	35.2	35.2	35.2
at1g33980	35.2	35.2	UPF3;ATUPF3
at5g25840	35.2	35.2	35.2
at1g30990	GMM:20.2.99	stress.abiotic.unspecified	35.2
at3g33080	GMM:28.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase	35.2
at3g54290	35.2	35.2	35.2
at4g24805	35.2	35.2	35.2
at2g37730	35.2	35.2	35.2
at4g28920	35.2	35.2	35.2
at5g61740	GMM:34.16	transport.ABC transporters and multidrug resistance systems	ATH14;ATATH14
at1g08027	35.2	35.2	35.2
at2g44840	GMM:17.5.2	hormone metabolism.ethylene.signal transduction	ATERF13;EREBP;ERF13
at4g12880	GMM:26.19	misc.plastocyanin-like	AtENODL19;ENODL19
at5g64505	GMM:29.2.7.1.20	protein.synthesis.transfer RNA.nucleus.tRNA-Val	35.2
at1g36225	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at3g19270	GMM:26.10	misc.cytochrome P450	CYP707A4
at3g05505	35.2	35.2	35.2
at5g10660	GMM:30.3	signalling.calcium	35.2
at1g68470	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	35.2
at1g33800	35.2	35.2	35.2
at1g12790	35.2	35.2	35.2
at1g76892	GMM:32	"micro RNA, natural antisense etc"	35.2
at1g42385	35.2	35.2	35.2
at1g49715	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at5g14130	GMM:26.12	misc.peroxidases	35.2
at1g80570	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at2g36307	GMM:33.99	development.unspecified	35.2
at5g11670	GMM:8.2.10	TCA / organic transformation.other organic acid transformations.malic	NADP-ME2;ATNADP-ME2
at5g64550	35.2	35.2	35.2
at3g02950	GMM:35.2	not assigned.unknown	35.2
at5g04770	GMM:34.3	transport.amino acids	CAT6;ATCAT6
at4g11320	GMM:29.5.3	protein.degradation.cysteine protease	35.2
at1g42525	GMM:29.5.3	protein.degradation.cysteine protease	35.2
at5g64620	GMM:26.18	misc.invertase/pectin methylesterase inhibitor family protein	ATC/VIF2;C/VIF2
at1g09957	35.2	35.2	35.2
atcg00150	GMM:1.1.4.6	PS.lightreaction.ATP synthase.chloroplastic subunit a	ATPI
at3g58510	GMM:27.1.2	RNA.processing.RNA helicase	35.2
at2g37620	GMM:31.1.1.1.1;GMM:31.1	cell.organisation.cytoskeleton.actin.Actin;cell.organisation	ACT1;AAc1
at1g01510	GMM:27.3.34	RNA.regulation of transcription.orphan family	AN
at3g32100	35.2	35.2	35.2
at2g17785	35.2	35.2	35.2
at3g48270	GMM:26.10	misc.cytochrome P450	CYP71A26
at3g55200	GMM:27.1.1	RNA.processing.splicing	35.2
at1g08143	35.2	35.2	35.2
at4g26890	GMM:29.4;GMM:31.2	protein.postranslational modification;cell.division	MAPKKK16
at1g06937	35.2	35.2	35.2
at1g63020	GMM:27.2	RNA.transcription	NRPD1A;POL IVA;NRPD1;SDE4;SMD2
at1g07010	GMM:26.27	misc.calcineurin-like phosphoesterase family protein	35.2
at4g30550	GMM:23.1.99	nucleotide metabolism.synthesis.unspecified	35.2
at1g05497	35.2	35.2	35.2
at3g28985	35.2	35.2	35.2
at5g57380	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	VIN3
at1g74810	GMM:34.18	transport.unspecified anions	BOR5
at1g63105	35.2	35.2	35.2
at5g42980	GMM:21.1	redox.thioredoxin	ATH3;ATTRXH3;ATTRX3;TRXH3;TRX3
at1g09117	35.2	35.2	35.2
at3g21280	GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease	UBP7
at1g12760	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at5g50110	GMM:29.2.2.3.3	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.methylotransferases	35.2
at3g45530	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at1g27430	GMM:35.1	not assigned.no ontology	35.2
at5g59980	GMM:27.1.19	RNA.processing.ribonucleases	35.2
at3g26450	GMM:20.2.99	stress.abiotic.unspecified	35.2
at3g17540	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g44075	35.2	35.2	35.2
at2g10290	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g25450	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at5g66080	GMM:29.4	protein.postranslational modification	35.2
at5g50180	GMM:29.4	protein.postranslational modification	35.2
at5g26610	35.2	35.2	35.2
at2g12580	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at1g09400	GMM:17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-oxophytodienoate reductase 3	35.2
at4g04445	35.2	35.2	35.2
at4g30700	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at3g52780	GMM:26.13	misc.acid and other phosphatases	PAP20;ATPAP20
at2g18420	GMM:17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	35.2
at1g13510	35.2	35.2	35.2
at3g13730	GMM:17.3.1.1.99	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.other	CYP90D1
at2g14455	35.2	35.2	35.2
at5g49970	GMM:18	Co-factor and vitamine metabolism	ATPPOX;PPOX
at1g54940	GMM:2.1.2	major CHO metabolism.synthesis.starch	PGSIP4
at2g39730	GMM:1.3.13	PS.calvin cycle.rubisco interacting	RCA
at2g42480	35.2	35.2	35.2
at2g40940	GMM:17.5.2	hormone metabolism.ethylene.signal transduction	ERS1;ERS
at5g63770	GMM:11.3.5	lipid metabolism.phospholipid synthesis.diacylglycerol kinase	DGK2;ATDGK2
at1g04810	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	35.2
at3g54820	GMM:34.19.1	transport.major intrinsic proteins.PIP	PIP2D;PIP2;5
at1g07333	35.2	35.2	35.2
at1g63522	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at4g12910	GMM:29.5.5	protein.degradation.serine protease	scpl20
at5g60963	GMM:29.2.7.1.1	protein.synthesis.transfer RNA.nucleus.tRNA-Ala	35.2
at5g20655	35.2	35.2	35.2
at5g39473	35.2	35.2	35.2
atmg00180	GMM:9.6	mitochondrial electron transport / ATP synthesis.cytochrome c	CCB452
at3g11673	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g09010	GMM:26.3	"misc.gluco-, galacto- and mannosidases"	35.2
at4g04430	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at2g43900	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at4g05581	35.2	35.2	35.2
at3g20190	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	35.2
at1g79700	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	35.2
at3g13680	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g51900	35.2	35.2	35.2
at1g71750	GMM:23.3.1.2	nucleotide metabolism.salvage.phosphoribosyltransferases.hypoxanthine-guanine phosphoribosyltransferase (HPRT)	HGPT
at3g02775	35.2	35.2	35.2
at1g04817	35.2	35.2	35.2
at1g56233	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at5g58040	GMM:27.1.3.7	RNA.processing.3' end processing.Fip1	ATFIPS5;FIPS5;ATFIP1[V];FIP1[V]
at4g02420	GMM:30.2.19	signalling.receptor kinases.legume-lectin	35.2
at1g20920	GMM:27.1.2	RNA.processing.RNA helicase	35.2
at3g45980	GMM:28.1.3.2.1	DNA.synthesis/chromatin structure.histone.core.H2A	H2B
at4g39300	35.2	35.2	35.2
at4g12180	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at4g01395	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at4g16640	GMM:29.5.7	protein.degradation.metalloprotease	35.2
at2g25260	35.2	35.2	35.2
at3g48237	35.2	35.2	35.2
at5g46970	GMM:26.18	misc.invertase/pectin methylesterase inhibitor family protein	35.2
at3g50960	GMM:21.1;GMM:31.1;GMM:31.1.1.2	redox.thioredoxin;cell.organisation;cell.organisation.cytoskeleton.mikrotubuli	PLP3a
at1g75350	GMM:29.2.1.1.1.2.31	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L31	emb2184
at4g26020	GMM:35.1	not assigned.no ontology	35.2
at2g14560	GMM:35.2	not assigned.unknown	LURP1
at2g36440	35.2	35.2	35.2
at1g52040	GMM:26.16;GMM:16.5.1.3.1	misc.myrosinases-lectin-jacalin;secondary metabolism.sulfur-containing.glucosinolates.degradation.myrosinase	MBP1;ATMBP
at4g11911	GMM:35.2	not assigned.unknown	35.2
at4g38700	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at5g28143	35.2	35.2	35.2
at5g28080	GMM:29.4	protein.postranslational modification	WNK9
at5g41180	GMM:30.2.6	signalling.receptor kinases.leucine rich repeat VI	35.2
at4g13610	GMM:27.3.46	RNA.regulation of transcription.DNA methyltransferases	MEE57
at5g14380	GMM:10.5.1.1	cell wall.cell wall proteins.AGPs.AGP	AGP6
at3g15260	GMM:29.4	protein.postranslational modification	35.2
at3g10190	GMM:30.3	signalling.calcium	35.2
at3g45460	35.2	35.2	35.2
at2g07678	35.2	35.2	35.2
at1g16270	GMM:29.4	protein.postranslational modification	35.2
at4g27290	GMM:30.2.24	signalling.receptor kinases.S-locus glycoprotein like	35.2
at4g08215	35.2	35.2	35.2
at2g05770	35.2	35.2	35.2
at5g53690	35.2	35.2	35.2
at2g20616	35.2	35.2	35.2
at1g14687	GMM:27.3.80	RNA.regulation of transcription.zf-HD	ZHD14;AtHB32;HB32
at5g12940	GMM:30.2.11	signalling.receptor kinases.leucine rich repeat XI	35.2
at4g08080	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g18220	35.2	35.2	35.2
at1g70800	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	35.2
at1g06067	35.2	35.2	35.2
at1g56530	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins	35.2
at5g23405	GMM:27.3.62	RNA.regulation of transcription.nucleosome/chromatin assembly factor group	35.2
at1g19650	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified	35.2
at2g01980	GMM:34.14	transport.unspecified cations	ATSOS1;SOS1;ATNHX7
at1g12450	35.2	35.2	35.2
at2g23120	35.2	35.2	35.2
at2g23240	GMM:15.2	"metal handling.binding, chelation and storage"	35.2
